Name,Gender
saqr,Male
sarab,Male
sarfaraz,Male
sarfraz,Male
sarim,Male
sariyah,Male
sarmad,Male
sarosh,Male
sarwar,Male
sati,Male
saud,Male
sawa,Male
sawad,Male
sawlat,Male
sawwaf,Male
sayf,Male
sayfiyy,Male
sayhan,Male
sayid,Male
sayyar,Male
sayyid,Male
seema,Male
seif,Male
shaaf,Male
shaariq,Male
shabaan,Male
shabab,Male
shabah,Male
shaban,Male
shabaz,Male
shabb,Male
shabbeer,Male
shabbir,Male
shabeeh,Male
shabib,Male
shad,Male
shadab,Male
shadan,Male
shadeed,Male
shadhin,Male
shadi,Male
shadin,Male
shafaat,Male
shafee,Male
shafeeq,Male
shafi,Male
shafin,Male
shafiq,Male
shafiulla,Male
shafqat,Male
shah,Male
shahab,Male
shahadat,Male
shahan,Male
shaharyar,Male
shahbaz,Male
shaheed,Male
shaheem,Male
shaheen,Male
shaheer,Male
shahid,Male
shahin,Male
shahir,Male
shahnawaz,Male
shahrukh,Male
shahrul,Male
shahzad,Male
shahzaib,Male
shahzor,Male
shairyaar,Male
shajee,Male
shakeel,Male
shakib,Male
shakir,Male
shallal,Male
shamal,Male
shamas,Male
shameel,Male
shameem,Male
shamel,Male
shamil,Male
shamim,Male
shammyn,Male
shams,Male
shamsaldin,Male
shamshad,Male
shamsheer,Male
shamsideen,Male
shamsulhaq,Male
shan,Male
shaqeeq,Male
sharaf,Male
sharafat,Male
sharaheel,Male
shareef,Male
shareek,Male
sharif,Male
sharifudin,Male
shariq,Male
sharique,Male
sharjeel,Male
shaukat,Male
shawaiz,Male
shawqi,Male
shayaan,Male
shayan,Male
shaybah,Male
shazad,Male
shazeb,Male
shaziya,Male
shehran,Male
shehroze,Male
shehryaar,Male
shehyar,Male
shehzaad,Male
sheraz,Male
sheryar,Male
shibli,Male
shifa,Male
shihab,Male
shihabaldin,Male
shihad,Male
shiraz,Male
shoaib,Male
shuaa,Male
shuaib,Male
shuayb,Male
shuja,Male
shukri,Male
shumayl,Male
shuneal,Male
shurahbeel,Male
shurayh,Male
shuraym,Male
siddiq,Male
sifet,Male
sikandar,Male
silah,Male
simak,Male
sinan,Male
siraj,Male
sirajaldin,Male
siwar,Male
sofian,Male
sohaib,Male
sohail,Male
souffian,Male
subhan,Male
subhi,Male
sufyan,Male
suhaan,Male
suhaib,Male
suhail,Male
suhaim,Male
suhayb,Male
suhayl,Male
suhaym,Male
suheb,Male
sulaiman,Male
sulayk,Male
sulayman,Male
sultaan,Male
sultan,Male
sumayya,Male
sumrah,Male
suoud,Male
suraqah,Male
surayj,Male
surur,Male
suud,Male
suwaybit,Male
suwayd,Male
sydeek,Male
syed,Male
taanish,Male
taban,Male
tabassum,Male
tabish,Male
taha,Male
tahawwur,Male
taheem,Male
tahir,Male
tahmeed,Male
tahmid,Male
tahoor,Male
tahseen,Male
tahsin,Male
taimallah,Male
taimur,Male
taj,Male
tajaldin,Male
tajammal,Male
tajammul,Male
tajudinn,Male
talal,Male
talat,Male
talha,Male
talhah,Male
tali,Male
talib,Male
tamam,Male
tameem,Male
tameez,Male
tamim,Male
tamir,Male
tamkeen,Male
tammam,Male
tanim,Male
tanveer,Male
tanwir,Male
taqiy,Male
taqiyy,Male
tarannum,Male
tareef,Male
tarif,Male
tariq,Male
tasadduq,Male
tasawwar,Male
taseen,Male
taslim,Male
tasneen,Male
taufiq,Male
tauqeer,Male
tawbah,Male
tawfeeq,Male
tawfiq,Male
tawhid,Male
tawoos,Male
tawseef,Male
taymallah,Male
taymullah,Male
taymur,Male
taysir,Male
tayyab,Male
tayyib,Male
tazeem,Male
tazneem,Male
tehseen,Male
thabit,Male
thalabah,Male
thaman,Male
thamar,Male
thamer,Male
thamir,Male
thaqaf,Male
thaqib,Male
tharwat,Male
thauban,Male
thawab,Male
thawban,Male
thayer,Male
thumamah,Male
tihami,Male
tobias,Male
toqeer,Male
tufayl,Male
tulayb,Male
tunveer,Male
turhan,Male
ubadah,Male
ubaid,Male
ubaidah,Male
ubayd,Male
ubaydah,Male
ubaydullah,Male
ubayy,Male
udail,Male
uday,Male
udayl,Male
uhban,Male
ulfat,Male
umair,Male
umar,Male
umarah,Male
umayr,Male
umayyah,Male
umran,Male
unais,Male
unal,Male
unays,Male
uqbah,Male
urfee,Male
urooj,Male
urwah,Male
usaim,Male
usama,Male
usamah,Male
usayd,Male
usaym,Male
usman,Male
utbah,Male
uthal,Male
uthman,Male
uwayam,Male
uzair,Male
uzayr,Male
waail,Male
waddah,Male
wadi,Male
wadid,Male
wafa,Male
wafeeq,Male
wafi,Male
wafiq,Male
wahab,Male
wahb,Male
wahban,Male
waheed,Male
wahhab,Male
wahhaj,Male
wahib,Male
wahid,Male
wail,Male
wais,Male
waiz,Male
wajdaan,Male
wajdi,Male
wajeeh,Male
wajid,Male
wajih,Male
wakalat,Male
wakeel,Male
wakil,Male
waleed,Male
wali,Male
walid,Male
walif,Male
waliuddin,Male
waliyaldin,Male
waliyallah,Male
waqaar,Male
waqar,Male
waqas,Male
waqqas,Male
ward,Male
wasay,Male
waseem,Male
wasif,Male
wasil,Male
wasim,Male
watheq,Male
wazir,Male
wildan,Male
wisam,Male
yafi,Male
yaghnam,Male
yahya,Male
yaman,Male
yameen,Male
yaqeen,Male
yaqoot,Male
yaqub,Male
yar,Male
yasar,Male
yaseen,Male
yasin,Male
yasir,Male
yasser,Male
yathrib,Male
yawar,Male
yawer,Male
yazan,Male
yazeed,Male
yazid,Male
yoonus,Male
youssef,Male
yuhannis,Male
yunus,Male
yusef,Male
yushua,Male
yusr,Male
yusri,Male
yusuf,Male
zackariya,Male
zaeem,Male
zafar,Male
zafir,Male
zafrul,Male
zaheer,Male
zahi,Male
zahid,Male
zahir,Male
zaid,Male
zaigham,Male
zaighum,Male
zaim,Male
zain,Male
zair,Male
zakar,Male
zakariya,Male
zakariyya,Male
zaki,Male
zakir,Male
zakwan,Male
zaky,Male
zaman,Male
zameer,Male
zamil,Male
zarar,Male
zarif,Male
zaroon,Male
zarrar,Male
zayan,Male
zayb,Male
zayd,Male
zayer,Male
zayn,Male
zebadiyah,Male
zeeshan,Male
zeeya,Male
zeyad,Male
zia,Male
ziad,Male
ziaud,Male
zishan,Male
ziyad,Male
zohaib,Male
zohair,Male
zubair,Male
zubayr,Male
zuehb,Male
zufar,Male
zuhaib,Male
zuhair,Male
zuhayr,Male
zuhoor,Male
zulaym,Male
zulfaqar,Male
zulfiqar,Male
zulqarnain,Male
zunnoon,Male
zuti,Male
aabidah,Female
aabirah,Female
aabish,Female
aadab,Female
aadila,Female
aaeedah,Female
aaeesha,Female
aafia,Female
aafiya,Female
aafreeda,Female
aafreen,Female
aaidah,Female
aairah,Female
aakifah,Female
aala,Female
aalaa,Female
aaleyah,Female
aalia,Female
aalimah,Female
aaliyah,Female
aamaal,Female
aamal,Female
aamanee,Female
aamilah,Female
aaminah,Female
aamira,Female
aamirah,Female
aanifatimahkhatoon,Female
aanisah,Female
aaqilah,Female
aara,Female
aarifah,Female
aasia,Female
aasimah,Female
aatifa,Female
aatikah,Female
aatiqah,Female
aatirah,Female
aazeen,Female
abal,Female
abasah,Female
abda,Female
abdia,Female
abdulbasit,Female
abeedah,Female
abeela,Female
abeer,Female
abeera,Female
abeerah,Female
abia,Female
abida,Female
abidah,Female
abir,Female
abla,Female
ablaa,Female
ablah,Female
abqurah,Female
abra,Female
abrar,Female
ada,Female
adab,Female
adara,Female
adawiyah,Female
adeeba,Female
adeela,Female
adeelah,Female
adeena,Female
adeeva,Female
adiba,Female
adifaah,Female
adila,Female
adilah,Female
adla,Female
adn,Female
afaf,Female
afeefa,Female
afeerah,Female
afia,Female
afifa,Female
afifah,Female
afiyah,Female
afizah,Female
afnan,Female
afra,Female
afraa,Female
afrah,Female
afreen,Female
afroza,Female
afroze,Female
afsa,Female
afsana,Female
afshan,Female
afsheen,Female
afya,Female
ahd,Female
ahdia,Female
ahlam,Female
aida,Female
aidah,Female
aighar,Female
aila,Female
aimal,Female
aimen,Female
ain,Female
ainalsaba,Female
aini,Female
aisha,Female
aishah,Female
aiya,Female
aiyla,Female
aiza,Female
aizah,Female
ajeebah,Female
ajlal,Female
ajradah,Female
ajwa,Female
akia,Female
akifah,Female
akilah,Female
akleema,Female
ala,Female
alaia,Female
alayna,Female
aleemah,Female
aleena,Female
aleesa,Female
aleeza,Female
alesha,Female
alhena,Female
alia,Female
aliah,Female
alika,Female
alima,Female
alimah,Female
alina,Female
alishaba,Female
alishba,Female
aliyah,Female
aliyyah,Female
aliza,Female
alleyah,Female
alma,Female
almaas,Female
almas,Female
alraaz,Female
altaf,Female
aludra,Female
alvina,Female
alya,Female
alzahra,Female
alzubra,Female
amah,Female
amal,Female
amala,Female
amalia,Female
aman,Female
amana,Female
amani,Female
amany,Female
amara,Female
amatullah,Female
amaya,Female
ambar,Female
ambareen,Female
amber,Female
ambereen,Female
ambreen,Female
ameena,Female
ameenah,Female
ameera,Female
ameerah,Female
amel,Female
amelia,Female
amena,Female
amilah,Female
amima,Female
amina,Female
aminah,Female
amineh,Female
amira,Female
amirah,Female
amjad,Female
ammara,Female
ammarah,Female
amna,Female
amra,Female
amrah,Female
amreen,Female
amsah,Female
amtullah,Female
ana,Female
anaan,Female
anah,Female
anam,Female
anan,Female
anaum,Female
anbar,Female
anbarin,Female
andaleeb,Female
andalib,Female
andlib,Female
aneeqa,Female
aneesa,Female
aneesah,Female
aneezah,Female
angbin,Female
anida,Female
anika,Female
anila,Female
anisa,Female
anisah,Female
anisha,Female
aniya,Female
anja,Female
anjum,Female
anmar,Female
annam,Female
anniyah,Female
anousha,Female
anum,Female
anwaar,Female
anwar,Female
anwara,Female
anya,Female
aqeela,Female
aqeelah,Female
aqilah,Female
aqsa,Female
ara,Female
aram,Female
areebah,Female
areej,Female
aresha,Female
arfa,Female
ariana,Female
aribah,Female
arij,Female
arisha,Female
arissa,Female
arjumand,Female
aroob,Female
aroosa,Female
aroush,Female
arsala,Female
arub,Female
arva,Female
arwa,Female
arya,Female
aryisha,Female
arzo,Female
arzoo,Female
arzu,Female
asalah,Female
asbah,Female
asfa,Female
asfia,Female
asfiya,Female
ashadieeyah,Female
ashalina,Female
ashbah,Female
asheeyana,Female
ashika,Female
ashwaq,Female
asifa,Female
asil,Female
asilah,Female
asili,Female
asima,Female
asimah,Female
asiya,Female
asiyah,Female
asli,Female
asma,Female
asmaa,Female
asmara,Female
asmat,Female
asna,Female
asra,Female
asrar,Female
asriyah,Female
ateefa,Female
ateeqah,Female
ateeyah,Female
athilah,Female
athir,Female
athmah,Female
atia,Female
atifa,Female
atifah,Female
atika,Female
atikah,Female
atiqah,Female
atiya,Female
atiyah,Female
atyaf,Female
awa,Female
awatif,Female
aya,Female
ayaana,Female
ayaat,Female
ayah,Female
ayan,Female
ayana,Female
ayat,Female
ayeh,Female
ayesha,Female
ayishah,Female
aymen,Female
ayra,Female
aysha,Female
ayshah,Female
azadeh,Female
azeemah,Female
azeeza,Female
azhaar,Female
azhar,Female
aziman,Female
aziz,Female
aziza,Female
azizah,Female
azka,Female
azma,Female
azmina,Female
azra,Female
azraa,Female
azza,Female
azzah,Female
azzahra,Female
badia,Female
badiah,Female
badiyah,Female
badra,Female
badriya,Female
badriyah,Female
badriyyah,Female
baha,Female
bahaa,Female
bahar,Female
baheera,Female
bahij,Female
bahijah,Female
bahira,Female
bahirah,Female
bahiya,Female
bahiyaa,Female
bahiyah,Female
bahiyyah,Female
bahriyahalaabidah,Female
bakht,Female
bakhtawar,Female
balqees,Female
balqis,Female
balsam,Female
ban,Female
banafsha,Female
banan,Female
banujah,Female
baraaa,Female
baraah,Female
baraka,Female
barakah,Female
bareerah,Female
bariah,Female
barika,Female
barirah,Female
barrah,Female
barzah,Female
basaaria,Female
basbas,Female
baseema,Female
bashair,Female
basheera,Female
bashirah,Female
basilah,Female
basimah,Female
basinah,Female
basma,Female
basmah,Female
basoos,Female
batinah,Female
batool,Female
batrisyia,Female
batul,Female
bayan,Female
baysan,Female
bazilah,Female
beena,Female
beenish,Female
benazir,Female
benzair,Female
bilqees,Female
bilqis,Female
binesh,Female
binish,Female
birrah,Female
bisar,Female
bisharah,Female
bisma,Female
budur,Female
buhaisah,Female
buhaysah,Female
buhayyah,Female
buhjah,Female
buhthah,Female
bunanah,Female
buqayrah,Female
burdah,Female
busayrah,Female
bushra,Female
bushrah,Female
busr,Female
busrah,Female
buthainah,Female
buthayna,Female
buthaynah,Female
cala,Female
cantara,Female
chaman,Female
chanda,Female
chandni,Female
daania,Female
daanya,Female
dad,Female
dafiyah,Female
dahab,Female
dahma,Female
dalal,Female
daleela,Female
daliya,Female
daliyah,Female
daneen,Female
daniya,Female
daniyah,Female
darakhshaan,Female
darakhshan,Female
daria,Female
dawlatkhatoon,Female
deeba,Female
deema,Female
dema,Female
dhakirah,Female
dhakiyah,Female
dhuha,Female
dhuka,Female
dilshadkhatoon,Female
dimah,Female
dina,Female
diqrah,Female
diyanah,Female
doaa,Female
dua,Female
duaa,Female
dubaah,Female
duha,Female
dujanah,Female
dunia,Female
dunya,Female
dunyana,Female
durar,Female
durdanah,Female
durrah,Female
durriyah,Female
eiliyah,Female
eimaan,Female
eiman,Female
eliza,Female
elma,Female
eman,Female
enisa,Female
eraj,Female
erina,Female
ermina,Female
erum,Female
eshaal,Female
eshal,Female
eshmaal,Female
ezzah,Female
fadeelah,Female
fadheela,Female
fadila,Female
fadilah,Female
fadiyah,Female
fadwa,Female
fadwah,Female
fadyaa,Female
faeezah,Female
faekah,Female
fahada,Female
fahdah,Female
faheemah,Female
fahima,Female
fahimah,Female
fahmida,Female
faiha,Female
faiqa,Female
faiqah,Female
fairuzah,Female
faiza,Female
faizah,Female
fajr,Female
fakeehah,Female
fakhirah,Female
fakhra,Female
fakhriyah,Female
fakhtah,Female
fakihah,Female
falak,Female
falaknaz,Female
falaq,Female
falisha,Female
famya,Female
fanan,Female
faqirah,Female
fara,Female
farah,Female
faraza,Female
fareeda,Female
fareedah,Female
fareeha,Female
fareess,Female
farha,Female
farhah,Female
farhana,Female
farhanah,Female
farhat,Female
farheen,Female
farhiya,Female
faria,Female
fariah,Female
farida,Female
faridah,Female
fariha,Female
farihah,Female
farisha,Female
fariza,Female
farizah,Female
farkhandah,Female
farqad,Female
farwa,Female
farwah,Female
faryal,Female
faryat,Female
farzana,Female
farzeen,Female
faseehah,Female
faseelah,Female
fateenah,Female
fatheha,Female
fathi,Female
fathima,Female
fathiya,Female
fathiyah,Female
fatiha,Female
fatihah,Female
fatim,Female
fatima,Female
fatimah,Female
fatin,Female
fatinah,Female
fatma,Female
fauzia,Female
fawz,Female
fawza,Female
fawzah,Female
fawzia,Female
fawziya,Female
fawziyah,Female
fawziyyah,Female
fayha,Female
fayruz,Female
fazia,Female
fazluna,Female
fazzilet,Female
feerozah,Female
feiyaz,Female
fellah,Female
femida,Female
fida,Female
fiddah,Female
fikriya,Female
fikriyah,Female
fir,Female
firdaus,Female
firdaws,Female
firdoos,Female
firdous,Female
firdowsa,Female
firyal,Female
fiza,Female
forhana,Female
fozia,Female
foziah,Female
fudayl,Female
furat,Female
furayah,Female
fusaylah,Female
fuseelah,Female
futun,Female
gazala,Female
ghaada,Female
ghaaliya,Female
ghadah,Female
ghadir,Female
ghalibah,Female
ghaliyah,Female
ghaneemah,Female
ghania,Female
ghaniyah,Female
gharam,Female
ghareebah,Female
ghayda,Female
ghaydaa,Female
ghazal,Female
ghazala,Female
ghazalah,Female
ghaziyah,Female
ghitbah,Female
ghizlan,Female
ghufayrah,Female
ghufran,Female
ghumaysa,Female
ghunwah,Female
ghunyah,Female
ghusoon,Female
ghusun,Female
ghuzayyah,Female
gulbano,Female
gulerana,Female
haadiya,Female
haajar,Female
haala,Female
hababah,Female
habeeba,Female
habiba,Female
habibah,Female
haboos,Female
hadeel,Female
hadeeqa,Female
hadeeqah,Female
hadhirah,Female
hadil,Female
hadiya,Female
hadiyah,Female
hadiyyah,Female
hafa,Female
hafeezah,Female
hafizah,Female
hafsa,Female
hafsa/ucha,Female
hafsah,Female
hafthah,Female
haifa,Female
haiza,Female
hajar,Female
hajjah,Female
hajna,Female
hajrah,Female
hakimah,Female
hala,Female
halah,Female
haleema,Female
halima,Female
halimah,Female
hamamah,Female
hamdiyah,Female
hameeda,Female
hamidah,Female
hamnah,Female
hamra,Female
hana,Female
hanan,Female
haneefa,Female
haneefah,Female
hanfa,Female
haniah,Female
hanifa,Female
hanifah,Female
hanin,Female
haniya,Female
haniyah,Female
haniyyah,Female
hannah,Female
hannan,Female
hareem,Female
haseena,Female
hasibah,Female
hasinah,Female
hasna,Female
hasnah,Female
hawa,Female
hawadah,Female
hawazin,Female
hawra,Female
hawwa,Female
hayaam,Female
hayah,Female
hayam,Female
hayat,Female
hayed,Female
hayfa,Female
hayrah,Female
hayud,Female
hazar,Female
hazimah,Female
haziqah,Female
hazirah,Female
heba,Female
heela,Female
hena,Female
henna,Female
hessa,Female
heyam,Female
hiba,Female
hibah,Female
hibatallah,Female
hibatullah,Female
hibba,Female
hibbah,Female
hidayah,Female
hidiyah,Female
hifza,Female
hijab,Female
hijrah,Female
hikmah,Female
hikmat,Female
hilwana,Female
hind,Female
hindah,Female
hira,Female
hirah,Female
hiyam,Female
hoda,Female
hodan,Female
hooda,Female
hoor,Female
hooria,Female
hooriya,Female
hooriyah,Female
horia,Female
hubab,Female
hubayshah,Female
hubba,Female
huda,Female
hudun,Female
hujaymah,Female
hujayrah,Female
hukaymah,Female
hulyah,Female
huma,Female
humaira,Female
humairah,Female
humaydah,Female
humayrah,Female
humera,Female
humra,Female
hunaidah,Female
hunaydah,Female
hur,Female
huriyah,Female
huriyyah,Female
hurya,Female
husn,Female
husna,Female
husniya,Female
husniyah,Female
hutun,Female
huwaidah,Female
huwaydah,Female
iba,Female
ibadah,Female
ibthaj,Female
ibtihaaj,Female
ibtihaj,Female
ibtihal,Female
ibtisam,Female
idhar,Female
iffah,Female
iffat,Female
ifra,Female
iftikar,Female
iftikhar,Female
iftin,Female
ifza,Female
ijabo,Female
ijaz,Female
ijlal,Female
ikhlas,Female
ikraam,Female
ikram,Female
ikramiya,Female
ilaaf,Female
ilhaam,Female
ilham,Female
ilhan,Female
ilm,Female
ilmeeyat,Female
iman,Female
imani,Female
imsaal,Female
imthithal,Female
imtihal,Female
imtithal,Female
inaam,Female
inaaya,Female
inam,Female
inan,Female
inas,Female
inaya,Female
inayah,Female
inayat,Female
inga,Female
insaf,Female
insha,Female
intessar,Female
intisaar,Female
intisar,Female
iqra,Female
iraj,Female
iram,Female
irem,Female
irsa,Female
irum,Female
isa,Female
isad,Female
isaf,Female
isar,Female
isbah,Female
isha,Female
ishaal,Female
ishfaq,Female
ishraq,Female
isir,Female
isma,Female
ismah,Female
ismat,Female
isra,Female
istabraq,Female
istilah,Female
itab,Female
itaf,Female
ithar,Female
itidal,Female
itimad,Female
izdihaar,Female
izdihar,Female
izma,Female
izzah,Female
izzah(izzat),Female
izzannisa,Female
jabalah,Female
jabeen,Female
jabirah,Female
jabrayah,Female
jada,Female
jadwa,Female
jahaan,Female
jahan,Female
jahanaara,Female
jahanara,Female
jahankhatoon,Female
jahdamah,Female
jahida,Female
jahmyyllah,Female
jaiyana,Female
jala,Female
jalilah,Female
jameela,Female
jameelah,Female
jameena,Female
jamia,Female
jamila,Female
jamilah,Female
jammana,Female
jana,Female
janaan,Female
janan,Female
jannah,Female
jannat,Female
jaseena,Female
jasmin,Female
jasmina,Female
jasrah,Female
javairea,Female
jawa,Female
jawahir,Female
jawharah,Female
jawl,Female
jawna,Female
jaza,Female
jazeera,Female
jazira,Female
jaziya,Female
jehaan,Female
jehan,Female
jemimah,Female
jenna,Female
jennah,Female
jessenia,Female
jian,Female
jihan,Female
jilan,Female
jinan,Female
johara,Female
jud,Female
judamah,Female
judi,Female
juhainah,Female
juhanah,Female
juhaynah,Female
jumaana,Female
juman,Female
jumanah,Female
jumaymah,Female
jumaynah,Female
jun,Female
junah,Female
junainah,Female
junnut,Female
juwairiyah,Female
juwan,Female
juwariyah,Female
juwayriyah,Female
kabirah,Female
kadshah,Female
kaheesha,Female
kainat,Female
kaleemah,Female
kali,Female
kalila,Female
kalima,Female
kalsoom,Female
kaltham,Female
kamaliyah,Female
kamilah,Female
kaneez,Female
kanval,Female
kanwal,Female
kanz,Female
kanza,Female
kanzah,Female
karam,Female
karawan,Female
kardawiyah,Female
kareema,Female
karida,Female
karima,Female
karimah,Female
kas,Female
kashifah,Female
kashish,Female
kathirah,Female
kaukab,Female
kausar,Female
kawakib,Female
kawkab,Female
kawthar,Female
kayan,Female
kaysah,Female
kehara,Female
kehkashan,Female
khadeeja,Female
khadija,Female
khadijah,Female
khadra,Female
khairah,Female
khairiya,Female
khalida,Female
khalidah,Female
khalilah,Female
khalisah,Female
khansa,Female
kharqa,Female
khatera,Female
khatira,Female
khatoon,Female
khawlah,Female
khayrah,Female
khayriyah,Female
khayriyyah,Female
khazanah,Female
khidrah,Female
khitam,Female
khudrah,Female
khulaybah,Female
khulood,Female
khulud,Female
khusbakht,Female
khuwaylah,Female
khuzama,Female
khuzamah,Female
kifah,Female
kiswar,Female
koila,Female
komal,Female
komila,Female
kuaybah,Female
kuhaylah,Female
kulthoom,Female
kulthum,Female
kulus,Female
kunza,Female
kuratulain,Female
kuwaysah,Female
kwairah,Female
kyda,Female
laaibah,Female
laaiqah,Female
labeebah,Female
labibah,Female
laiba,Female
laila,Female
laiqa,Female
lama,Female
lamah,Female
lamees,Female
lamiah,Female
lamis,Female
lamisa,Female
lamisah,Female
lamiya,Female
lamya,Female
lana,Female
lanika,Female
laraib,Female
lashirah,Female
lateefa,Female
latifa,Female
latifah,Female
layali,Female
layan,Female
layla,Female
layyah,Female
lazim,Female
leem,Female
leen,Female
leena,Female
leila,Female
leilah,Female
leyla,Female
liba,Female
lina,Female
linah,Female
liyana,Female
lubaaba,Female
lubab,Female
lubabah,Female
luban,Female
lubanah,Female
lubena,Female
lublubah,Female
lubna,Female
luja,Female
lujain,Female
lujaina,Female
lujayn,Female
